ticker,date,days,impl_volatility,post
AAPD,2022-11-09,152,0.3964795,1
AAPL,2022-11-09,10,0.3860945,1
AAPL,2022-11-09,30,0.37700500000000003,1
AAPL,2022-11-09,60,0.37113050000000003,1
AAPL,2022-11-09,91,0.37059200000000003,1
AAPL,2022-11-09,122,0.36917900000000003,1
AAPL,2022-11-09,152,0.36647450000000004,1
AAPL,2022-11-09,182,0.365388,1
AAPL,2022-11-09,273,0.360484,1
AAPL,2022-11-09,365,0.353167,1
AAPL,2022-11-09,547,0.34729049999999995,1
AAPL,2022-11-09,730,0.3421575,1
AAPU,2022-11-09,30,1.042558,1
AAPU,2022-11-09,60,0.926417,1
AAPU,2022-11-09,91,0.9241245,1
AAPU,2022-11-09,122,0.7250209999999999,1
AAPU,2022-11-09,152,0.563692,1
AAT,2022-11-09,30,0.4648105,1
AAT,2022-11-09,60,0.3867475,1
AAT,2022-11-09,91,0.370827,1
AAT,2022-11-09,122,0.3556515,1
AAT,2022-11-09,152,0.353807,1
AAWW,2022-11-09,30,0.1206795,1
AAWW,2022-11-09,60,0.0977045,1
AAWW,2022-11-09,91,0.0759585,1
AAWW,2022-11-09,122,0.0803635,1
AAWW,2022-11-09,152,0.0840365,1
AAWW,2022-11-09,182,0.0791115,1
AAWW,2022-11-09,273,0.079999,1
AAWW,2022-11-09,365,0.0835845,1
AAXJ,2022-11-09,30,0.3548525,1
AAXJ,2022-11-09,60,0.342989,1
AAXJ,2022-11-09,91,0.243107,1
AAXJ,2022-11-09,122,0.2430715,1
AAXJ,2022-11-09,152,0.242431,1
AAXJ,2022-11-09,182,0.2414645,1
AB,2022-11-09,30,0.329545,1
AB,2022-11-09,60,0.3154975,1
AB,2022-11-09,91,0.3148125,1
AB,2022-11-09,122,0.322159,1
AB,2022-11-09,152,0.322854,1
AB,2022-11-09,182,0.3231175,1
AB,2022-11-09,273,0.3189765,1
AB,2022-11-09,365,0.31918599999999997,1
ABB,2022-11-09,30,0.29254199999999997,1
ABB,2022-11-09,60,0.2885225,1
ABB,2022-11-09,91,0.292845,1
ABB,2022-11-09,122,0.2974745,1
ABB,2022-11-09,152,0.301371,1
ABB,2022-11-09,182,0.300828,1
ABBV,2022-11-09,10,0.2532555,1
ABBV,2022-11-09,30,0.2544875,1
ABBV,2022-11-09,60,0.256464,1
ABBV,2022-11-09,91,0.2663315,1
ABBV,2022-11-09,122,0.270445,1
ABBV,2022-11-09,152,0.27361199999999997,1
ABBV,2022-11-09,182,0.2759255,1
ABBV,2022-11-09,273,0.2776485,1
ABBV,2022-11-09,365,0.2787895,1
ABBV,2022-11-09,547,0.275515,1
ABBV,2022-11-09,730,0.27269750000000004,1
ABC,2022-11-09,10,0.256265,1
ABC,2022-11-09,30,0.2640745,1
ABC,2022-11-09,60,0.26701850000000005,1
ABC,2022-11-09,91,0.28058000000000005,1
ABC,2022-11-09,122,0.2859785,1
ABC,2022-11-09,152,0.2837725,1
ABC,2022-11-09,182,0.2834005,1
ABCB,2022-11-09,30,0.422653,1
ABCB,2022-11-09,60,0.390613,1
ABCB,2022-11-09,91,0.3851965,1
ABCB,2022-11-09,122,0.3619945,1
ABCB,2022-11-09,152,0.3614005,1
ABCL,2022-11-09,30,0.755968,1
ABCL,2022-11-09,60,0.8370025,1
ABCL,2022-11-09,91,0.8275275,1
ABCL,2022-11-09,122,0.769346,1
ABCL,2022-11-09,152,0.775721,1
ABCL,2022-11-09,182,0.7843765,1
ABCL,2022-11-09,273,0.792791,1
ABCL,2022-11-09,365,0.7873695,1
ABCL,2022-11-09,547,0.772122,1
ABCL,2022-11-09,730,0.767506,1
ABCM,2022-11-09,30,0.847013,1
ABCM,2022-11-09,60,0.740435,1
ABCM,2022-11-09,91,0.7009745000000001,1
ABCM,2022-11-09,122,0.6821975,1
ABCM,2022-11-09,152,0.6245944999999999,1
ABCM,2022-11-09,182,0.613089,1
ABEV,2022-11-09,30,0.540551,1
ABEV,2022-11-09,60,0.514177,1
ABEV,2022-11-09,91,0.505717,1
ABEV,2022-11-09,122,0.507093,1
ABEV,2022-11-09,152,0.5536384999999999,1
ABEV,2022-11-09,182,0.542753,1
ABEV,2022-11-09,273,0.37367,1
ABEV,2022-11-09,365,0.3739475,1
ABG,2022-11-09,30,0.479053,1
ABG,2022-11-09,60,0.4631465,1
ABG,2022-11-09,91,0.465191,1
ABG,2022-11-09,122,0.46748999999999996,1
ABG,2022-11-09,152,0.4684975,1
ABIO,2022-11-09,30,1.012195,1
ABIO,2022-11-09,60,1.011503,1
ABIO,2022-11-09,91,1.0109835,1
ABIO,2022-11-09,122,1.010937,1
ABIO,2022-11-09,152,1.0108985000000001,1
ABIO,2022-11-09,182,1.010864,1
ABM,2022-11-09,30,0.35335,1
ABM,2022-11-09,60,0.46238049999999997,1
ABM,2022-11-09,91,0.453009,1
ABM,2022-11-09,122,0.35033400000000003,1
ABM,2022-11-09,152,0.34343,1
ABMD,2022-11-09,30,0.076902,1
ABMD,2022-11-09,60,0.06835,1
ABMD,2022-11-09,91,0.0595415,1
ABMD,2022-11-09,122,0.053571999999999995,1
ABMD,2022-11-09,152,0.054866,1
ABMD,2022-11-09,182,0.056162500000000004,1
ABNB,2022-11-09,10,0.545041,1
ABNB,2022-11-09,30,0.552519,1
ABNB,2022-11-09,60,0.554025,1
ABNB,2022-11-09,91,0.5597425,1
ABNB,2022-11-09,122,0.5602605,1
ABNB,2022-11-09,152,0.5565635,1
ABNB,2022-11-09,182,0.5542045,1
ABNB,2022-11-09,273,0.548957,1
ABNB,2022-11-09,365,0.5355814999999999,1
ABNB,2022-11-09,547,0.529019,1
ABNB,2022-11-09,730,0.519776,1
ABOS,2022-11-09,30,1.348388,1
ABOS,2022-11-09,60,1.2675375,1
ABOS,2022-11-09,91,1.2561825,1
ABOS,2022-11-09,122,1.2046999999999999,1
ABOS,2022-11-09,152,1.1986865,1
ABR,2022-11-09,30,0.43250900000000003,1
ABR,2022-11-09,60,0.398075,1
ABR,2022-11-09,91,0.39403900000000003,1
ABR,2022-11-09,122,0.412664,1
ABR,2022-11-09,152,0.41132199999999997,1
ABR,2022-11-09,182,0.41057600000000005,1
ABR,2022-11-09,273,0.3902055,1
ABR,2022-11-09,365,0.3908195,1
ABR,2022-11-09,547,0.3930905,1
ABR,2022-11-09,730,0.3911255,1
ABSI,2022-11-09,30,1.218682,1
ABSI,2022-11-09,60,1.2186415,1
ABSI,2022-11-09,91,1.2073800000000001,1
ABSI,2022-11-09,122,1.159328,1
ABSI,2022-11-09,152,1.1815145,1
ABSI,2022-11-09,182,1.189308,1
ABST,2022-11-09,30,1.232947,1
ABST,2022-11-09,60,1.0076865000000002,1
ABST,2022-11-09,91,0.742889,1
ABST,2022-11-09,122,0.617384,1
ABST,2022-11-09,152,0.618439,1
ABT,2022-11-09,10,0.26042299999999996,1
ABT,2022-11-09,30,0.2654825,1
ABT,2022-11-09,60,0.265552,1
ABT,2022-11-09,91,0.2687215,1
ABT,2022-11-09,122,0.2728035,1
ABT,2022-11-09,152,0.2756805,1
ABT,2022-11-09,182,0.2767665,1
ABT,2022-11-09,273,0.27728050000000004,1
ABT,2022-11-09,365,0.277846,1
ABT,2022-11-09,547,0.274686,1
ABT,2022-11-09,730,0.270014,1
ABUS,2022-11-09,30,1.2272224999999999,1
ABUS,2022-11-09,60,1.19978,1
ABUS,2022-11-09,91,1.181597,1
ABUS,2022-11-09,122,1.1809064999999999,1
ABUS,2022-11-09,152,1.300974,1
ABUS,2022-11-09,182,1.6153465,1
ABUS,2022-11-09,273,1.339379,1
ABUS,2022-11-09,365,0.8244425,1
ACA,2022-11-09,30,0.48559299999999994,1
ACA,2022-11-09,60,0.41554,1
ACA,2022-11-09,91,0.37225600000000003,1
ACA,2022-11-09,122,0.3808195,1
ACA,2022-11-09,152,0.399705,1
ACA,2022-11-09,182,0.404493,1
ACAD,2022-11-09,10,0.849409,1
ACAD,2022-11-09,30,1.1402215,1
ACAD,2022-11-09,60,0.8261615,1
ACAD,2022-11-09,91,0.6541575,1
ACAD,2022-11-09,122,0.621577,1
ACAD,2022-11-09,152,0.6295109999999999,1
ACAD,2022-11-09,182,0.6398315,1
ACAD,2022-11-09,273,0.640922,1
ACAD,2022-11-09,365,0.6148465000000001,1
ACAD,2022-11-09,547,0.5954955,1
ACAD,2022-11-09,730,0.5786264999999999,1
ACB,2022-11-09,10,0.9286055,1
ACB,2022-11-09,30,0.9246535,1
ACB,2022-11-09,60,0.9209225000000001,1
ACB,2022-11-09,91,0.918086,1
ACB,2022-11-09,122,0.9158525,1
ACB,2022-11-09,152,0.9145114999999999,1
ACB,2022-11-09,182,0.9133374999999999,1
ACB,2022-11-09,273,0.910463,1
ACB,2022-11-09,365,0.9110214999999999,1
ACB,2022-11-09,547,1.1425885,1
ACB,2022-11-09,730,1.1750375,1
ACCD,2022-11-09,30,0.85023,1
ACCD,2022-11-09,60,0.8281005,1
ACCD,2022-11-09,91,0.822381,1
ACCD,2022-11-09,122,0.798129,1
ACCD,2022-11-09,152,0.7995105,1
ACCD,2022-11-09,182,0.8010189999999999,1
ACCD,2022-11-09,273,0.7391135,1
ACCD,2022-11-09,365,0.7269410000000001,1
ACCO,2022-11-09,30,0.4710375,1
ACCO,2022-11-09,60,0.4627655,1
ACCO,2022-11-09,91,0.3574505,1
ACCO,2022-11-09,122,0.355506,1
ACCO,2022-11-09,152,0.3440295,1
ACCO,2022-11-09,182,0.325766,1
ACDC,2022-11-09,30,0.5479915,1
ACDC,2022-11-09,60,0.6092025,1
ACDC,2022-11-09,91,0.619739,1
ACDC,2022-11-09,122,0.6249709999999999,1
ACDC,2022-11-09,152,0.6439025,1
ACDC,2022-11-09,182,0.64828,1
ACEL,2022-11-09,30,0.619687,1
ACEL,2022-11-09,60,0.579427,1
ACEL,2022-11-09,91,0.49530799999999997,1
ACEL,2022-11-09,122,0.489205,1
ACEL,2022-11-09,152,0.48624599999999996,1
ACES,2022-11-09,30,0.455017,1
ACES,2022-11-09,60,0.451096,1
ACES,2022-11-09,91,0.4172755,1
ACES,2022-11-09,122,0.416571,1
ACES,2022-11-09,152,0.41123299999999996,1
ACES,2022-11-09,182,0.40333050000000004,1
ACET,2022-11-09,30,1.1195235000000001,1
ACET,2022-11-09,60,0.879077,1
ACET,2022-11-09,91,0.862054,1
ACET,2022-11-09,122,0.853394,1
ACET,2022-11-09,152,0.8533565000000001,1
ACGL,2022-11-09,30,0.30262100000000003,1
ACGL,2022-11-09,60,0.3047475,1
ACGL,2022-11-09,91,0.2951075,1
ACGL,2022-11-09,122,0.2952415,1
ACGL,2022-11-09,152,0.29146950000000005,1
ACGL,2022-11-09,182,0.2861365,1
ACHC,2022-11-09,30,0.3387905,1
ACHC,2022-11-09,60,0.34379099999999996,1
ACHC,2022-11-09,91,0.386266,1
ACHC,2022-11-09,122,0.3876,1
ACHC,2022-11-09,152,0.39262949999999996,1
ACHC,2022-11-09,182,0.39867450000000004,1
ACHR,2022-11-09,30,1.071405,1
ACHR,2022-11-09,60,1.0056595,1
ACHR,2022-11-09,91,0.9593915,1
ACHR,2022-11-09,122,0.9296415,1
ACHR,2022-11-09,152,0.9093200000000001,1
ACHR,2022-11-09,182,0.8941945,1
ACHR,2022-11-09,273,0.9366545,1
ACHR,2022-11-09,365,0.948429,1
ACHV,2022-11-09,30,1.2721795,1
ACHV,2022-11-09,60,1.272871,1
ACHV,2022-11-09,91,1.2729219999999999,1
ACHV,2022-11-09,122,1.272951,1
ACHV,2022-11-09,152,1.272953,1
ACHV,2022-11-09,182,1.272955,1
ACI,2022-11-09,30,0.5217609999999999,1
ACI,2022-11-09,60,0.46764799999999995,1
ACI,2022-11-09,91,0.45687500000000003,1
ACI,2022-11-09,122,0.4979015,1
ACI,2022-11-09,152,0.482366,1
ACI,2022-11-09,182,0.4514435,1
ACI,2022-11-09,273,0.383711,1
ACI,2022-11-09,365,0.3530575,1
ACI,2022-11-09,547,0.318783,1
ACI,2022-11-09,730,0.2665135,1
ACIU,2022-11-09,30,1.638538,1
ACIU,2022-11-09,60,1.496471,1
ACIU,2022-11-09,91,1.1854654999999998,1
ACIU,2022-11-09,122,1.055165,1
ACIU,2022-11-09,152,0.9432815,1
ACIU,2022-11-09,182,0.9139645000000001,1
ACIW,2022-11-09,30,0.42833299999999996,1
ACIW,2022-11-09,60,0.3898315,1
ACIW,2022-11-09,91,0.3701255,1
ACIW,2022-11-09,122,0.3850705,1
ACIW,2022-11-09,152,0.38153349999999997,1
ACIW,2022-11-09,182,0.373259,1
ACIW,2022-11-09,273,0.3694555,1
ACLS,2022-11-09,30,0.5744985,1
ACLS,2022-11-09,60,0.576768,1
ACLS,2022-11-09,91,0.583431,1
ACLS,2022-11-09,122,0.5845535,1
ACLS,2022-11-09,152,0.5823659999999999,1
ACLS,2022-11-09,182,0.578684,1
ACLX,2022-11-09,30,1.1823955,1
ACLX,2022-11-09,60,1.119517,1
ACLX,2022-11-09,91,1.087849,1
ACLX,2022-11-09,122,1.0801145,1
ACLX,2022-11-09,152,1.0569199999999999,1
ACLX,2022-11-09,182,1.052727,1
ACM,2022-11-09,30,0.327071,1
ACM,2022-11-09,60,0.3143645,1
ACM,2022-11-09,91,0.315548,1
ACM,2022-11-09,122,0.317703,1
ACM,2022-11-09,152,0.3184275,1
ACM,2022-11-09,182,0.3187075,1
ACM,2022-11-09,273,0.319387,1
ACM,2022-11-09,365,0.320755,1
ACMR,2022-11-09,30,1.0235645,1
ACMR,2022-11-09,60,0.980459,1
ACMR,2022-11-09,91,0.9713655,1
ACMR,2022-11-09,122,0.9441215000000001,1
ACMR,2022-11-09,152,0.9110469999999999,1
ACMR,2022-11-09,182,0.906616,1
ACMR,2022-11-09,273,0.874278,1
ACMR,2022-11-09,365,0.8434685,1
ACN,2022-11-09,10,0.31307,1
ACN,2022-11-09,30,0.33571300000000004,1
ACN,2022-11-09,60,0.3385085,1
ACN,2022-11-09,91,0.3332435,1
ACN,2022-11-09,122,0.3301905,1
ACN,2022-11-09,152,0.323897,1
ACN,2022-11-09,182,0.323791,1
ACN,2022-11-09,273,0.325678,1
ACN,2022-11-09,365,0.327561,1
ACN,2022-11-09,547,0.323162,1
ACN,2022-11-09,730,0.31041399999999997,1
ACNT,2022-11-09,30,1.0006525000000002,1
ACNT,2022-11-09,60,0.9722995000000001,1
ACNT,2022-11-09,91,0.7456115,1
ACNT,2022-11-09,122,0.7492505,1
ACNT,2022-11-09,152,0.732423,1
ACNT,2022-11-09,182,0.7187844999999999,1
ACR,2022-11-09,30,0.5933839999999999,1
ACR,2022-11-09,60,0.46733,1
ACR,2022-11-09,91,0.36339849999999996,1
ACR,2022-11-09,122,0.390005,1
ACR,2022-11-09,152,0.4497955,1
ACR,2022-11-09,182,0.4591035,1
ACRE,2022-11-09,30,0.456848,1
ACRE,2022-11-09,60,0.4582385,1
ACRE,2022-11-09,91,0.41891350000000005,1
ACRE,2022-11-09,122,0.4110195,1
ACRE,2022-11-09,152,0.411612,1
ACRE,2022-11-09,182,0.401764,1
ACRS,2022-11-09,30,0.716646,1
ACRS,2022-11-09,60,0.8298745000000001,1
ACRS,2022-11-09,91,0.821472,1
ACRS,2022-11-09,122,0.7944485,1
ACRS,2022-11-09,152,0.7444035,1
ACRS,2022-11-09,182,0.7320555,1
ACRX,2022-11-09,30,1.6030030000000002,1
ACRX,2022-11-09,60,1.6011565,1
ACRX,2022-11-09,91,1.6006084999999999,1
ACRX,2022-11-09,122,1.600542,1
ACRX,2022-11-09,152,1.6004885,1
ACRX,2022-11-09,182,1.6004715,1
ACT,2022-11-09,30,0.5259275,1
ACT,2022-11-09,60,0.471337,1
ACT,2022-11-09,91,0.433257,1
ACT,2022-11-09,122,0.4088615,1
ACT,2022-11-09,152,0.4034165,1
ACTG,2022-11-09,30,0.9614734999999999,1
ACTG,2022-11-09,60,0.9629254999999999,1
ACTG,2022-11-09,91,0.8252945,1
ACTG,2022-11-09,122,0.6447185,1
ACTG,2022-11-09,152,0.6268285,1
ACTG,2022-11-09,182,0.6258135,1
ACVA,2022-11-09,30,0.7661135,1
ACVA,2022-11-09,60,0.7075235,1
ACVA,2022-11-09,91,0.707448,1
ACVA,2022-11-09,122,0.720586,1
ACVA,2022-11-09,152,0.7314115,1
ACVA,2022-11-09,182,0.7335685,1
ACWI,2022-11-09,30,0.2444245,1
ACWI,2022-11-09,60,0.232323,1
ACWI,2022-11-09,91,0.23086849999999998,1
ACWI,2022-11-09,122,0.2334915,1
ACWI,2022-11-09,152,0.23391800000000001,1
ACWI,2022-11-09,182,0.23408050000000002,1
ACWI,2022-11-09,273,0.2278685,1
ACWI,2022-11-09,365,0.2243835,1
ACWI,2022-11-09,547,0.222987,1
ACWI,2022-11-09,730,0.22102349999999998,1
ACWV,2022-11-09,30,0.1764625,1
ACWV,2022-11-09,60,0.15633049999999998,1
ACWV,2022-11-09,91,0.1539305,1
ACWV,2022-11-09,122,0.15917399999999998,1
ACWV,2022-11-09,152,0.1592635,1
ACWX,2022-11-09,30,0.305356,1
ACWX,2022-11-09,60,0.296909,1
ACWX,2022-11-09,91,0.246237,1
ACWX,2022-11-09,122,0.24513400000000002,1
ACWX,2022-11-09,152,0.245553,1
ACWX,2022-11-09,182,0.2463495,1
ACXP,2022-11-09,30,1.791928,1
ACXP,2022-11-09,60,1.7276409999999998,1
ACXP,2022-11-09,91,1.676681,1
ACXP,2022-11-09,122,1.6319875,1
ACXP,2022-11-09,152,1.5977795000000001,1
ADAP,2022-11-09,30,1.232433,1
ADAP,2022-11-09,60,1.207964,1
ADAP,2022-11-09,91,1.189856,1
ADAP,2022-11-09,122,1.1767625,1
ADAP,2022-11-09,152,1.1655775,1
ADAP,2022-11-09,182,1.156355,1
ADBE,2022-11-09,10,0.4083955,1
ADBE,2022-11-09,30,0.4442965,1
ADBE,2022-11-09,60,0.45529949999999997,1
ADBE,2022-11-09,91,0.440004,1
ADBE,2022-11-09,122,0.42741949999999995,1
ADBE,2022-11-09,152,0.4254105,1
ADBE,2022-11-09,182,0.42304299999999995,1
ADBE,2022-11-09,273,0.41425049999999997,1
ADBE,2022-11-09,365,0.3981895,1
ADBE,2022-11-09,547,0.3927475,1
ADBE,2022-11-09,730,0.3859625,1
ADC,2022-11-09,30,0.247088,1
ADC,2022-11-09,60,0.24152800000000002,1
ADC,2022-11-09,91,0.246972,1
ADC,2022-11-09,122,0.2692995,1
ADC,2022-11-09,152,0.2710055,1
ADCT,2022-11-09,30,0.7880875,1
ADCT,2022-11-09,60,0.820962,1
ADCT,2022-11-09,91,1.7938175,1
ADCT,2022-11-09,122,1.818032,1
ADCT,2022-11-09,152,1.831904,1
ADEA,2022-11-09,30,1.0594895,1
ADEA,2022-11-09,60,0.869572,1
ADEA,2022-11-09,91,0.820153,1
ADEA,2022-11-09,122,0.771328,1
ADEA,2022-11-09,152,0.749152,1
ADEA,2022-11-09,182,0.7241595000000001,1
ADES,2022-11-09,30,1.6106275,1
ADES,2022-11-09,60,1.532935,1
ADES,2022-11-09,91,1.4804315,1
ADES,2022-11-09,122,1.4374354999999999,1
ADES,2022-11-09,152,1.3462385000000001,1
ADES,2022-11-09,182,1.2137205,1
ADI,2022-11-09,10,0.4020095,1
ADI,2022-11-09,30,0.387681,1
ADI,2022-11-09,60,0.3786315,1
ADI,2022-11-09,91,0.3657815,1
ADI,2022-11-09,122,0.36227,1
ADI,2022-11-09,152,0.3599945,1
ADI,2022-11-09,182,0.3576555,1
ADI,2022-11-09,273,0.3530245,1
ADI,2022-11-09,365,0.340269,1
ADI,2022-11-09,547,0.3362855,1
ADI,2022-11-09,730,0.33119,1
ADM,2022-11-09,10,0.30339000000000005,1
ADM,2022-11-09,30,0.31212799999999996,1
ADM,2022-11-09,60,0.305214,1
ADM,2022-11-09,91,0.3066425,1
ADM,2022-11-09,122,0.313963,1
ADM,2022-11-09,152,0.3148335,1
ADM,2022-11-09,182,0.315562,1
ADM,2022-11-09,273,0.3152705,1
ADM,2022-11-09,365,0.314032,1
ADM,2022-11-09,547,0.31100700000000003,1
ADM,2022-11-09,730,0.3074745,1
ADMA,2022-11-09,30,0.753607,1
ADMA,2022-11-09,60,0.7536075,1
ADMA,2022-11-09,91,0.753737,1
ADMA,2022-11-09,122,0.755701,1
ADMA,2022-11-09,152,0.7526815,1
ADMA,2022-11-09,182,0.7468975,1
ADN,2022-11-09,30,0.905478,1
ADN,2022-11-09,60,0.9103575,1
ADN,2022-11-09,91,0.9142129999999999,1
ADN,2022-11-09,122,0.9169115,1
ADN,2022-11-09,152,0.9181145,1
ADN,2022-11-09,182,0.919135,1
ADN,2022-11-09,273,0.90891,1
ADN,2022-11-09,365,0.853089,1
ADN,2022-11-09,547,0.824732,1
ADN,2022-11-09,730,0.7880020000000001,1
ADNT,2022-11-09,30,0.5878835,1
ADNT,2022-11-09,60,0.5576574999999999,1
ADNT,2022-11-09,91,0.5599639999999999,1
ADNT,2022-11-09,122,0.5807385,1
ADNT,2022-11-09,152,0.5832975,1
ADNT,2022-11-09,182,0.58436,1
ADNT,2022-11-09,273,0.5826549999999999,1
ADNT,2022-11-09,365,0.5895204999999999,1
ADP,2022-11-09,10,0.2784905,1
ADP,2022-11-09,30,0.2734565,1
ADP,2022-11-09,60,0.273586,1
ADP,2022-11-09,91,0.28264500000000004,1
ADP,2022-11-09,122,0.287629,1
ADP,2022-11-09,152,0.28561349999999996,1
ADP,2022-11-09,182,0.28491350000000004,1
ADP,2022-11-09,273,0.2850375,1
ADP,2022-11-09,365,0.285694,1
ADP,2022-11-09,547,0.287163,1
ADP,2022-11-09,730,0.2887375,1
ADPT,2022-11-09,30,1.1389095,1
ADPT,2022-11-09,60,1.0266495,1
ADPT,2022-11-09,91,0.9917684999999999,1
ADPT,2022-11-09,122,0.8466035000000001,1
ADPT,2022-11-09,152,0.8297185,1
ADSK,2022-11-09,10,0.5633085,1
ADSK,2022-11-09,30,0.5153319999999999,1
ADSK,2022-11-09,60,0.48210949999999997,1
ADSK,2022-11-09,91,0.47048049999999997,1
ADSK,2022-11-09,122,0.456801,1
ADSK,2022-11-09,152,0.456454,1
ADSK,2022-11-09,182,0.45716,1
ADSK,2022-11-09,273,0.4382975,1
ADSK,2022-11-09,365,0.433063,1
ADSK,2022-11-09,547,0.4244015,1
ADSK,2022-11-09,730,0.40842849999999997,1
ADT,2022-11-09,30,0.3937805,1
ADT,2022-11-09,60,0.38253950000000003,1
ADT,2022-11-09,91,0.3812715,1
ADT,2022-11-09,122,0.39545850000000005,1
ADT,2022-11-09,152,0.4209965,1
ADT,2022-11-09,182,0.42514050000000003,1
ADT,2022-11-09,273,0.4288225,1
ADT,2022-11-09,365,0.43458850000000004,1
ADTN,2022-11-09,30,0.4749255,1
ADTN,2022-11-09,60,0.442662,1
ADTN,2022-11-09,91,0.514409,1
ADTN,2022-11-09,122,0.531415,1
ADTN,2022-11-09,152,0.48993149999999996,1
ADTN,2022-11-09,182,0.48026800000000003,1
ADTN,2022-11-09,273,0.4570245,1
ADTN,2022-11-09,365,0.438742,1
ADUS,2022-11-09,30,0.4000045,1
ADUS,2022-11-09,60,0.33784000000000003,1
ADUS,2022-11-09,91,0.3367,1
ADUS,2022-11-09,122,0.3668255,1
ADUS,2022-11-09,152,0.369687,1
ADV,2022-11-09,30,1.155279,1
ADV,2022-11-09,60,1.0243405,1
ADV,2022-11-09,91,0.765231,1
ADV,2022-11-09,122,0.7075184999999999,1
ADV,2022-11-09,152,0.681678,1
ADV,2022-11-09,182,0.672077,1
AEE,2022-11-09,30,0.272524,1
AEE,2022-11-09,60,0.2683895,1
AEE,2022-11-09,91,0.238755,1
AEE,2022-11-09,122,0.2428475,1
AEE,2022-11-09,152,0.24884099999999998,1
AEE,2022-11-09,182,0.2570535,1
AEG,2022-11-09,30,0.3845645,1
AEG,2022-11-09,60,0.3627825,1
AEG,2022-11-09,91,0.3671305,1
AEG,2022-11-09,122,0.3724475,1
AEG,2022-11-09,152,0.37246999999999997,1
AEHR,2022-11-09,30,0.8911475,1
AEHR,2022-11-09,60,0.943361,1
AEHR,2022-11-09,91,0.940232,1
AEHR,2022-11-09,122,0.9330815,1
AEHR,2022-11-09,152,0.923761,1
AEHR,2022-11-09,182,0.9141405,1
AEHR,2022-11-09,273,0.905583,1
AEHR,2022-11-09,365,0.8993504999999999,1
AEHR,2022-11-09,547,0.894288,1
AEHR,2022-11-09,730,0.8822855000000001,1
